SOURCE,TARGET,RATING,DATE,TIME
3649,3465,1,2013-06-06,20:13:29
3649,3585,1,2013-08-20,20:25:21
3649,3590,1,2013-04-10,04:37:19
3649,361,3,2013-11-30,07:31:42
3649,3611,2,2013-08-18,22:35:18
3649,3707,1,2014-05-10,22:36:01
3649,3719,6,2013-09-17,02:57:06
3649,3720,1,2013-03-21,20:40:57
3649,3735,1,2013-03-26,05:39:38
3649,3767,1,2013-03-27,03:07:42
3649,3799,1,2013-03-28,21:26:21
3649,3810,1,2013-03-29,21:28:21
3649,3820,3,2013-11-22,20:22:07
3649,3828,1,2013-12-06,05:37:10
3649,3903,2,2013-08-16,21:33:38
3649,3904,3,2013-07-16,22:09:19
3649,3916,1,2013-06-08,06:46:59
3649,3924,1,2013-09-17,04:08:09
3649,4038,1,2013-08-15,08:13:04
3649,4078,1,2013-04-29,23:08:02
3649,4082,1,2013-04-15,23:22:41
3649,4084,-1,2013-08-13,02:27:10
3649,4107,1,2013-08-03,00:57:43
3649,4160,2,2013-04-25,04:17:50
3649,4172,6,2013-12-10,19:24:01
3649,4189,2,2014-04-18,22:16:40
3649,4197,2,2013-09-10,19:49:18
3649,4251,-1,2013-05-10,01:11:08
3649,4254,1,2013-07-11,01:01:24
3649,4273,1,2013-08-10,19:29:23
3649,4291,8,2013-08-20,17:44:24
3649,4305,1,2013-05-25,04:18:07
3649,4320,2,2014-10-27,21:52:30
3649,4334,3,2013-08-14,03:57:53
3649,4344,-10,2013-05-28,17:55:30
3649,4350,-10,2013-06-09,22:26:25
3649,4424,1,2013-08-01,18:51:54
3649,4444,1,2013-06-19,22:20:53
3649,4458,1,2013-08-13,18:59:21
3649,4459,1,2013-08-13,19:45:41
3649,4489,2,2013-07-07,05:19:50
3649,4499,1,2013-12-29,02:27:34
3649,4532,1,2014-09-29,20:48:49
3649,4569,1,2013-08-13,21:14:47
3649,4584,2,2013-08-26,23:14:41
3649,4599,1,2013-07-25,04:19:18
3649,4604,1,2013-08-13,21:38:19
3649,4611,1,2013-09-04,04:20:53
3649,4636,2,2013-08-30,02:01:39
3649,4645,-10,2013-08-12,18:32:14
3649,4649,4,2014-10-12,23:57:15
3649,4708,-10,2013-11-22,23:07:32
3649,4732,1,2013-08-14,04:24:38
3649,4746,1,2013-08-17,18:23:33
3649,4760,1,2013-08-18,00:31:13
3649,4771,1,2014-01-22,04:13:16
3649,4788,5,2014-03-15,05:07:48
3649,481,1,2014-08-04,05:25:33
3649,4833,1,2013-11-27,23:12:06
3649,4836,1,2013-09-05,18:30:14
3649,4867,1,2013-09-22,01:39:53
3649,5025,1,2013-12-06,06:35:14
3649,5139,1,2013-12-12,01:05:15
3649,5141,1,2014-01-08,02:45:10
3649,5175,1,2013-12-14,04:15:21
3649,5186,1,2013-12-14,18:58:46
3649,5227,1,2014-01-26,20:16:29
3649,5294,1,2014-01-26,02:38:43
3649,5403,1,2014-03-10,23:05:24
3649,5476,1,2014-04-10,17:41:17
3649,5529,1,2014-08-19,19:58:20
3649,5536,1,2014-04-23,23:18:29
3649,5612,1,2014-09-08,22:40:00
3649,57,1,2013-08-15,18:26:31
3649,625,1,2013-08-19,06:21:06
3649,905,3,2014-02-21,00:13:45
365,1250,1,2011-06-24,10:51:26
365,7,1,2011-05-05,03:41:28
3650,1018,1,2013-03-12,00:43:34
3650,2642,3,2013-04-13,21:37:26
3651,3018,5,2013-04-12,11:42:10
3652,1953,1,2013-03-12,21:06:15
3653,1334,1,2013-04-05,02:07:41
3653,1412,1,2013-03-27,21:51:49
3653,1555,1,2013-03-25,19:17:36
3653,1675,4,2013-04-08,16:23:08
3653,1810,4,2013-04-09,23:09:31
3653,1967,1,2013-04-01,23:16:45
3653,2266,1,2013-03-19,14:59:32
3653,2409,1,2013-03-27,21:13:57
3653,3013,1,2013-04-04,21:07:54
3653,3099,1,2013-04-01,21:58:23
3653,312,1,2013-04-02,21:54:03
3653,3219,1,2013-04-19,20:07:46
3653,3250,2,2013-04-04,17:48:59
3653,3385,1,2013-04-02,23:47:06
3653,3465,1,2013-03-13,14:57:15
3653,3475,1,2013-03-14,15:31:58
3653,3490,1,2013-04-01,21:42:52
3653,3654,1,2013-03-12,21:06:58
3653,3674,1,2013-03-14,18:54:48
3653,3699,1,2013-04-02,07:04:59
3653,3714,2,2013-04-03,21:11:58
3653,3735,1,2013-04-01,20:27:57
3653,3746,1,2013-04-03,21:25:41
3653,3749,1,2013-03-25,19:44:15
3653,3768,1,2013-03-28,00:40:50
3653,3796,1,2013-03-28,19:25:33
3653,3807,2,2013-04-01,21:23:54
3653,3828,1,2013-04-02,21:46:28
3653,3849,1,2013-04-03,21:12:45
3653,3851,1,2013-04-03,23:10:07
3653,3993,-10,2013-04-10,22:21:56
3653,4163,-10,2014-02-28,20:21:48
3654,3653,1,2013-03-12,21:08:33
3655,1018,2,2014-09-29,16:51:45
3655,2125,1,2013-03-12,21:52:34
3655,3451,1,2013-04-03,12:42:54
3655,3500,1,2013-04-13,11:48:43
3655,3545,2,2013-03-13,07:53:24
3655,3735,1,2013-04-17,07:45:59
3655,3824,1,2013-04-03,16:10:57
3655,4197,1,2014-12-16,20:53:10
3655,4611,3,2014-04-27,03:20:33
3655,5612,2,2014-10-03,05:47:59
3656,1629,1,2013-03-29,07:02:11
3656,1675,1,2013-03-31,00:01:53
3656,1788,1,2013-04-14,16:56:18
3656,1967,1,2013-04-22,23:22:20
3656,215,2,2014-02-04,07:03:37
3656,2404,1,2013-03-30,16:52:51
3656,2625,1,2013-04-22,23:25:12
3656,274,2,2013-06-04,02:40:26
3656,2897,-10,2013-04-09,15:01:10
3656,3219,6,2013-03-18,18:48:54
3656,3237,2,2013-04-20,21:19:00
3656,3335,2,2013-04-09,19:29:17
3656,3545,1,2013-12-31,03:49:11
3656,3600,5,2013-05-29,23:55:36
3656,3630,4,2013-06-14,22:29:44
3656,3719,1,2013-05-15,00:42:58
3656,3735,2,2013-04-14,16:44:16
3656,3738,1,2013-03-30,15:31:16
3656,3802,3,2013-04-03,20:20:35
3656,3866,-10,2013-04-09,19:09:07
3656,4061,1,2013-04-15,04:14:38
3656,5506,1,2014-06-10,11:39:00
3657,2897,1,2013-03-13,00:18:15
3658,2028,3,2013-03-13,00:50:46
3659,1565,1,2013-03-13,07:16:20
3659,25,1,2013-05-26,19:20:12
366,144,1,2011-04-30,17:03:09
366,346,1,2011-04-30,16:29:34
366,3699,1,2013-04-10,02:28:24
366,3735,3,2013-04-09,07:14:16
366,3807,1,2013-04-01,04:48:02
366,410,-10,2011-05-03,19:11:43
366,432,1,2011-05-03,19:20:51
3660,1802,1,2013-03-28,21:18:08
3660,2028,1,2013-04-01,22:31:36
3660,361,-10,2013-11-14,13:06:47
3660,3747,1,2013-03-25,15:06:54
3660,3769,3,2013-03-27,17:14:15
3660,3781,5,2013-03-28,14:45:07
3660,3996,8,2013-04-11,19:06:17
3660,963,1,2013-03-24,22:33:17
3661,2296,2,2013-03-13,04:47:27
3661,3669,1,2013-03-26,01:50:06
3662,2642,3,2013-03-13,17:02:43
3663,2625,1,2013-03-13,17:26:42
3663,35,1,2013-03-18,10:17:44
3664,2625,3,2013-03-14,16:06:33
3664,2642,4,2013-03-14,22:27:33
3665,1565,1,2013-03-13,19:14:17
3665,1810,1,2013-03-13,19:14:09
3665,2125,1,2013-03-13,19:09:10
3665,3428,1,2013-03-13,19:13:57
3665,3672,-1,2013-03-14,11:01:52
3665,896,10,2013-03-14,02:47:36
3666,1437,1,2013-03-21,22:53:39
3666,3023,1,2013-03-14,00:16:23
3666,3451,1,2013-03-27,18:07:37
3666,35,1,2013-03-14,10:28:01
3666,3504,5,2013-04-10,14:58:17
3666,3524,1,2013-03-22,23:22:01
3666,3721,2,2013-03-27,16:52:52
3666,3731,1,2013-03-23,13:48:31
3666,3758,1,2013-03-26,17:27:21
3666,3803,1,2013-03-31,16:44:57
3667,3648,3,2013-03-16,03:57:20
3667,493,4,2013-03-14,03:41:43
3668,2642,1,2013-03-14,04:35:46
3668,3451,1,2013-03-16,03:01:48
3669,1412,3,2013-03-15,11:01:43
3669,1675,3,2013-03-28,23:28:00
3669,178,2,2013-03-14,05:06:14
3669,1810,2,2013-03-28,14:54:10
3669,2125,2,2013-07-28,20:51:07
3669,2625,3,2013-03-29,00:17:36
3669,2777,1,2013-04-14,15:46:13
3669,2801,1,2013-03-18,02:02:20
3669,2961,1,2013-03-20,08:14:08
3669,3223,1,2013-04-18,21:25:08
3669,3329,1,2013-03-26,14:04:06
3669,3349,2,2013-03-18,16:08:15
3669,3389,2,2013-03-26,20:15:37
3669,3404,1,2013-04-09,22:24:22
3669,3475,2,2013-03-14,16:06:27
3669,3533,2,2013-03-16,06:42:10
3669,3583,1,2013-04-16,15:23:59
3669,3600,1,2013-03-26,21:03:08
3669,363,1,2013-03-21,21:48:03
3669,3630,5,2013-04-16,16:20:50
3669,3661,1,2013-03-26,01:50:11
3669,3670,4,2013-03-19,13:18:12
3669,3685,2,2013-03-17,04:42:45
3669,3686,1,2013-03-17,04:44:39
3669,3695,2,2013-03-18,17:38:37
3669,3699,1,2013-03-23,23:44:47
3669,3704,1,2013-03-20,05:55:12
3669,3705,1,2013-03-20,07:15:58
3669,3738,1,2013-03-26,11:18:42
3669,3752,1,2013-03-26,02:29:13
3669,3755,1,2013-03-26,13:49:54
3669,3764,1,2013-03-26,19:32:55
3669,3780,2,2013-03-29,18:17:50
3669,3820,1,2013-04-16,18:50:58
3669,3973,1,2013-04-09,19:12:37
3669,4006,1,2013-04-11,19:09:27
3669,4094,1,2013-04-17,14:04:00
3669,664,1,2013-03-20,10:08:06
367,249,1,2011-04-29,04:10:50
3670,2296,2,2013-03-15,11:37:22
3670,3669,4,2013-03-19,13:25:22
3671,230,1,2013-03-14,05:17:29
3672,3665,-10,2013-03-14,11:13:29
3673,1018,2,2013-03-19,19:30:52
3674,3653,1,2013-03-14,19:28:46
3675,2642,7,2013-03-14,20:52:43
3676,2296,1,2013-03-15,03:49:08
3677,2642,3,2013-03-15,17:42:53
3677,35,2,2013-03-22,21:22:41
3678,3451,10,2013-03-15,17:58:25
3679,2642,1,2013-03-15,19:01:18
3679,3223,1,2013-03-20,23:46:32
368,7,1,2011-04-29,04:25:28
3680,2437,1,2013-03-15,20:38:08
3681,2642,1,2013-03-15,22:22:59
3681,3904,1,2013-05-16,05:22:26
3682,2296,1,2013-03-16,03:47:32
3682,2642,1,2013-04-26,00:27:30
3682,2942,2,2013-07-22,23:18:25
3682,4197,1,2013-09-19,22:20:37
3682,4291,1,2013-06-25,13:27:40
3683,1923,1,2013-03-17,11:48:02
3683,2125,1,2013-03-17,02:24:27
3684,2642,3,2013-03-17,02:33:53
3686,3669,1,2013-03-17,04:45:37
3687,2642,3,2013-03-17,04:49:53
3688,2642,3,2013-03-17,05:53:09
3689,2028,-10,2013-04-04,20:36:00
3689,2266,1,2013-03-22,02:53:22
3689,3161,1,2013-03-21,22:01:54
3689,3723,3,2013-03-22,03:58:27
3694,1953,1,2013-03-21,04:20:34
3695,3669,9,2013-03-18,17:40:43
3695,3904,1,2013-05-31,14:02:45
3695,4291,1,2013-07-01,05:51:06
3696,2642,2,2013-03-19,08:11:26
3696,35,2,2013-03-19,08:17:13
3696,4197,1,2013-07-02,01:49:33
3697,1018,1,2013-03-19,14:25:11
3697,1565,1,2013-03-27,17:33:27
3697,2642,4,2013-07-26,17:15:07
3697,3233,-10,2013-06-30,16:59:06
3697,4172,4,2013-07-30,14:04:25
3697,4291,1,2013-07-29,12:02:10
3697,4560,-10,2013-07-15,16:25:46
3697,4698,-10,2013-08-28,19:23:57
3699,1113,1,2013-03-24,00:26:53
3699,1645,2,2013-04-09,02:01:54
3699,1731,1,2014-03-14,02:03:18
3699,1764,2,2013-05-17,06:04:30
3699,1832,1,2013-06-05,03:12:05
3699,2063,1,2013-06-13,22:31:31
3699,2125,2,2013-03-20,04:25:18
3699,215,2,2013-05-26,23:43:40
3699,2262,1,2013-06-13,05:13:57
3699,2266,2,2013-03-30,05:05:44
3699,2318,1,2013-03-29,03:57:05
3699,2404,1,2013-06-14,07:19:31
3699,2600,1,2013-07-02,04:20:05
3699,280,2,2013-12-30,00:57:45
3699,2942,2,2013-06-13,22:34:32
3699,3013,1,2013-08-21,08:02:49
3699,3223,1,2013-05-19,03:20:41
3699,3270,1,2013-03-26,03:39:11
3699,3547,1,2013-04-03,08:38:00
3699,3653,1,2013-04-02,07:00:28
3699,366,1,2013-04-10,02:30:52
3699,3669,1,2013-03-23,23:49:31
3699,3735,1,2013-03-28,02:04:19
3699,3828,1,2013-05-16,07:49:41
3699,3837,2,2013-06-23,20:37:26
3699,3897,1,2013-06-14,21:28:35
3699,3916,1,2013-05-25,07:59:38
3699,3985,1,2013-04-10,07:45:57
3699,4,1,2013-07-17,18:57:59
3699,4172,1,2013-06-18,22:32:35
3699,4197,1,2014-03-13,21:00:36
3699,4235,9,2013-05-31,21:40:25
3699,4254,4,2013-05-23,07:23:54
3699,4258,2,2013-06-13,03:36:08
3699,4290,4,2013-05-23,02:33:26
3699,4293,1,2013-05-19,22:19:35
3699,4328,1,2013-05-25,21:48:11
3699,4337,1,2013-05-27,01:51:02
3699,4355,1,2013-05-30,02:32:01
3699,4361,1,2013-06-15,02:31:06
3699,4363,1,2013-06-12,04:33:43
3699,4375,2,2013-06-13,03:41:15
3699,4419,1,2013-06-14,22:15:08
3699,4450,1,2013-06-23,20:39:26
3699,4537,1,2013-07-10,05:36:23
3699,469,1,2014-01-05,07:02:06
3699,4762,1,2013-08-18,05:00:30
3699,4945,1,2013-11-19,01:10:44
3699,905,1,2014-01-05,20:50:41
37,1334,1,2011-11-08,22:26:39
37,1383,1,2011-11-08,23:36:49
37,141,2,2011-05-11,00:16:24
37,219,2,2011-04-17,17:54:25
37,239,1,2011-05-02,21:51:33
37,301,1,2011-04-20,00:40:01
37,3018,1,2013-05-19,12:26:09
37,36,1,2010-12-01,00:30:45
37,44,1,2010-12-05,03:18:48
37,680,2,2011-06-02,22:06:39
37,77,1,2011-05-14,13:40:15
37,811,1,2011-06-02,21:39:57
37,93,2,2011-04-28,20:00:58
370,356,1,2011-04-29,17:12:42
3700,3219,2,2013-03-19,14:58:57
3701,3219,2,2013-03-19,22:40:43
3702,2642,1,2013-03-19,22:29:55
3703,25,5,2013-03-22,18:11:34
3703,2625,4,2013-03-27,17:43:59
3703,2642,3,2013-03-22,17:58:10
3703,2755,1,2013-03-27,00:14:18
3704,2942,10,2013-06-28,10:34:18
3704,3669,1,2013-03-21,14:25:05
3704,4060,-1,2013-06-08,00:41:13
3704,4281,1,2013-07-04,18:10:45
3705,3669,1,2013-03-20,07:19:07
3706,2296,1,2013-03-20,08:41:03
3707,1018,1,2014-12-10,03:53:54
3707,1352,6,2014-03-05,08:09:07
3707,1383,-1,2014-06-01,16:39:37
3707,1656,-5,2014-07-31,03:13:06
3707,1735,2,2013-11-25,04:08:19
3707,2187,-5,2013-10-31,13:05:55
3707,2194,-4,2014-08-18,20:49:19
3707,2388,1,2014-03-05,08:19:01
3707,2625,1,2014-05-10,23:40:51
3707,2642,1,2014-04-17,04:16:53
3707,2661,-5,2014-02-26,02:56:32
3707,2822,3,2014-08-09,23:34:51
3707,2948,1,2014-12-09,23:24:54
3707,3204,1,2014-03-05,08:29:22
3707,3345,-10,2015-01-19,18:09:29
3707,3572,1,2014-03-05,08:11:00
3707,3640,3,2014-08-06,03:15:45
3707,3649,1,2014-05-10,22:36:41
3707,3722,3,2014-07-22,23:55:59
3707,3864,1,2014-08-18,02:38:19
3707,4197,1,2014-05-30,03:31:12
3707,4205,2,2015-01-13,07:16:26
3707,4559,2,2014-03-27,08:34:52
3707,468,1,2014-05-08,23:36:38
3707,4694,1,2013-11-14,19:52:33
3707,4860,4,2014-06-04,02:43:39
3707,4925,1,2014-05-03,01:28:29
3707,5065,3,2014-06-04,02:41:55
3707,5157,3,2014-04-24,19:50:14
3707,5180,2,2014-05-31,09:12:58
3707,5439,1,2014-02-26,02:04:18
3707,5440,1,2014-02-26,02:04:56
3707,545,6,2014-03-28,19:49:13
3707,5450,2,2014-06-29,18:08:44
3707,5492,1,2014-04-17,22:41:44
3707,5506,10,2014-09-28,02:51:14
3707,5508,1,2014-06-19,02:59:55
3707,5510,1,2014-04-13,16:15:40
3707,5525,3,2014-10-03,10:07:01
3707,5569,1,2014-06-23,17:49:55
3707,5577,1,2014-05-16,10:12:16
3707,5578,1,2014-09-18,22:22:04
3707,5654,-3,2014-11-03,23:32:28
3707,5655,1,2014-09-13,20:04:30
3707,5661,1,2014-07-02,02:07:25
3707,5691,1,2014-08-27,23:48:32
3707,5784,1,2014-09-13,20:04:48
3707,5822,1,2014-10-22,19:10:43
3707,5884,1,2015-01-12,23:08:03
3707,62,-10,2014-02-26,05:02:05
3708,1185,4,2013-03-20,11:23:02
3709,3219,1,2013-03-20,17:58:35
371,249,1,2011-04-29,17:31:23
371,35,2,2011-05-03,16:46:51
3710,1018,1,2013-03-20,18:47:52
3711,2897,2,2013-04-25,17:31:13
3712,3018,1,2013-03-20,22:38:04
3713,1018,1,2013-04-10,21:14:25
3713,230,2,2013-12-05,02:15:22
3713,3219,1,2013-04-20,23:49:18
3713,3223,2,2013-03-21,10:56:13
3713,3451,1,2013-04-20,22:52:11
3714,1018,6,2015-01-16,23:18:31
3714,1316,1,2015-12-24,01:09:06
3714,1334,1,2013-10-27,19:52:36
3714,1802,5,2013-12-29,05:09:05
3714,1810,4,2015-12-24,01:00:45
3714,1832,5,2015-07-31,04:20:51
3714,1899,1,2015-04-08,03:25:52
3714,2045,1,2013-11-02,20:10:50
3714,2067,3,2015-11-01,19:16:03
3714,2296,1,2013-03-23,00:41:47
3714,2303,1,2015-04-02,04:37:40
3714,2642,7,2014-02-18,23:06:40
3714,2835,2,2014-12-10,05:21:00
3714,2897,-10,2013-04-12,20:36:26
3714,2934,1,2014-01-25,18:01:11
3714,2942,2,2015-04-14,03:56:31
3714,3451,1,2015-09-30,05:49:57
3714,3452,1,2014-03-16,16:56:10
3714,3598,1,2014-12-29,02:57:25
3714,3653,5,2013-04-03,21:08:06
3714,3828,2,2015-11-12,21:53:38
3714,3837,2,2016-01-11,17:40:49
3714,3897,1,2014-04-04,05:45:59
3714,4291,7,2013-12-09,07:00:12
3714,4694,2,2014-03-04,23:54:32
3714,481,10,2015-12-18,06:05:41
3714,4963,1,2013-10-27,05:33:29
3714,4986,1,2013-11-07,04:38:49
3714,5284,10,2014-01-13,16:47:30
3714,5315,1,2014-01-23,22:39:43
3714,5397,1,2014-03-05,04:53:21
3714,5403,2,2014-03-12,00:24:49
3714,5408,2,2014-02-19,00:23:18
3714,5451,2,2014-03-05,21:07:52
3714,546,2,2015-12-05,05:44:34
3714,57,3,2015-01-31,18:11:07
3714,5921,1,2015-11-01,23:34:06
3714,625,1,2013-12-03,06:53:06
3714,905,1,2014-02-13,00:33:38
3715,2296,1,2013-03-21,06:04:23
3715,2388,1,2013-04-01,04:26:36
3715,2625,1,2013-04-01,02:59:52
3715,2642,2,2013-04-01,02:59:32
3715,3161,2,2013-03-21,22:01:17
3715,3689,1,2013-03-21,21:55:02
3715,3735,1,2013-04-15,04:18:24
3715,3988,1,2013-05-02,23:23:19
3715,4032,5,2013-04-21,12:22:13
3715,4110,-10,2013-04-27,20:49:34
3715,4114,3,2013-04-21,12:20:55
3716,2004,1,2013-03-22,02:02:42
3717,35,1,2013-03-21,09:42:43
3718,35,1,2013-03-22,18:34:49
3718,5064,1,2013-11-28,18:14:12
3718,5081,-10,2013-11-28,06:40:30
3719,1,1,2013-03-21,20:25:30
3719,1272,-10,2015-09-16,17:43:58
3719,13,1,2013-06-03,05:39:51
3719,1334,6,2013-11-16,02:13:12
3719,1612,1,2013-06-27,01:25:27
3719,1639,1,2013-09-14,19:44:54
3719,1916,1,2013-06-13,02:58:35
3719,2028,-10,2013-07-01,02:39:13
3719,204,-10,2013-07-19,23:32:35
3719,2045,2,2015-03-11,23:33:36
3719,2306,1,2013-06-23,18:22:26
3719,2319,1,2013-05-17,18:16:13
3719,2388,2,2013-06-06,22:02:59
3719,2404,1,2013-06-23,04:47:23
3719,2642,4,2013-06-27,04:03:54
3719,2661,-5,2013-07-13,21:22:12
3719,3345,1,2013-06-12,01:50:16
3719,3451,3,2015-06-26,18:25:28
3719,3465,2,2013-05-24,23:17:37
3719,3545,1,2013-07-22,04:03:24
3719,3598,2,2013-06-28,05:23:34
3719,3600,2,2013-05-29,20:53:00
3719,3649,7,2013-09-17,02:56:05
3719,3656,1,2013-05-15,00:43:33
3719,3735,1,2013-04-05,06:11:55
3719,3770,1,2013-03-27,18:13:23
3719,3815,3,2013-06-06,20:43:18
3719,3916,1,2013-06-15,03:11:51
3719,3976,1,2013-05-13,22:02:51
3719,3988,1,2014-01-01,02:28:25
3719,4038,1,2013-05-14,15:46:41
3719,4118,1,2013-06-23,18:39:40
3719,4119,2,2013-06-15,00:03:54
3719,4172,1,2013-07-12,00:20:25
3719,4197,4,2013-11-27,21:34:28
3719,4209,1,2013-07-21,21:18:20
3719,4231,2,2013-07-01,02:01:09
3719,4244,1,2013-06-15,04:58:48
3719,4270,1,2013-08-31,20:06:49
3719,4273,1,2013-06-07,21:05:22
3719,4283,3,2013-05-19,00:54:45
3719,4290,-5,2013-05-29,00:25:38
3719,4291,6,2013-08-17,04:09:24
3719,4334,1,2013-06-14,22:29:21
3719,4353,1,2013-05-29,21:19:02
3719,4370,2,2013-07-01,20:52:20
3719,4400,4,2013-07-08,03:04:46
3719,4409,1,2013-07-09,21:39:53
3719,4410,-1,2013-06-12,00:50:09
3719,4412,1,2013-06-13,01:57:59
3719,4492,-10,2013-06-29,19:30:30
3719,4499,1,2013-06-30,22:54:16
3719,4501,-3,2013-07-01,16:12:05
3719,4502,-10,2013-07-01,15:56:20
3719,4531,-10,2013-07-09,05:28:59
3719,4534,1,2013-07-09,02:25:06
3719,4535,-10,2013-07-09,18:34:30
3719,4544,-10,2013-07-11,23:55:16
3719,4545,-10,2013-07-11,23:55:30
3719,4556,-5,2013-07-14,23:22:47
3719,4651,1,2013-08-03,19:14:05
3719,481,3,2014-12-31,00:59:39
3719,4831,-10,2013-09-04,08:10:05
3719,4925,2,2014-08-23,02:47:17
3719,5299,10,2014-01-16,20:58:46
3719,546,-10,2015-03-09,23:08:08
3719,5612,1,2014-08-11,06:45:57
3719,5835,1,2014-11-05,05:06:56
3719,5918,1,2015-02-24,04:20:39
372,222,1,2011-05-17,03:51:11
372,257,5,2011-04-29,19:33:47
372,380,1,2011-04-30,21:55:06
372,385,1,2011-05-01,06:27:06
372,41,1,2011-04-29,20:27:52
372,525,1,2011-05-12,17:29:14
3720,3649,1,2013-03-21,21:20:55
3721,3666,1,2013-03-21,22:24:18
3722,1,2,2014-05-05,19:17:16
3722,115,1,2015-01-09,16:28:05
3722,1201,1,2014-12-17,16:21:13
3722,1316,1,2014-08-15,17:00:39
3722,1318,-1,2014-06-07,14:12:58
3722,1334,-1,2014-12-09,13:29:51
3722,135,-2,2014-12-16,16:24:42
3722,1352,5,2014-05-05,05:18:23
3722,1363,-2,2014-07-22,23:20:19
3722,1383,-5,2014-05-05,05:31:10
3722,1396,1,2014-04-30,21:04:41
3722,1512,1,2014-04-28,03:30:26
3722,1529,1,2014-08-13,00:21:39
3722,1670,2,2014-04-17,18:47:51
3722,1735,3,2014-05-04,21:47:39
3722,1810,3,2014-05-18,16:07:27
3722,2,-2,2014-08-15,14:57:56
3722,2045,-3,2014-12-23,00:27:47
3722,2165,1,2014-07-23,17:51:02
3722,2194,-2,2014-08-17,16:48:58
3722,2303,1,2014-08-20,03:10:27
3722,2388,2,2014-08-14,21:44:22
3722,25,1,2014-05-05,05:05:37
3722,2524,-1,2014-08-06,23:51:39
3722,2625,3,2014-05-05,23:14:01
3722,2642,2,2014-05-05,05:11:42
3722,2822,1,2014-10-08,19:37:43
3722,2835,-1,2014-04-30,21:28:29
3722,2896,1,2014-05-01,02:35:04
3722,3040,-3,2014-07-21,02:50:39
3722,3345,-10,2015-01-19,17:17:42
3722,3470,1,2014-10-09,02:07:29
3722,3572,1,2014-10-17,15:56:38
3722,3707,2,2014-07-17,18:47:42
3722,3744,-5,2014-08-11,23:22:07
3722,3864,1,2014-08-18,06:01:19
3722,3878,3,2014-09-06,22:37:20
3722,3893,1,2014-07-25,04:15:37
3722,3903,-2,2014-08-10,20:08:06
3722,4291,-1,2014-05-05,05:13:39
3722,4385,1,2014-04-14,03:00:23
3722,4519,-1,2014-06-13,21:43:53
3722,4553,-1,2014-05-05,09:22:39
3722,4611,1,2014-05-05,05:22:19
3722,4649,-2,2014-08-13,00:34:08
3722,4719,1,2014-12-07,14:22:47
3722,4860,2,2014-04-21,23:16:23
3722,4899,-2,2014-05-01,06:45:31
3722,4921,2,2014-06-30,20:56:14
3722,5157,2,2014-04-24,19:51:09
3722,5259,1,2014-08-08,20:25:02
3722,5317,1,2014-06-03,19:05:29
3722,545,2,2014-05-05,05:20:24
3722,5450,1,2014-05-16,02:43:19
3722,5482,2,2014-04-28,01:25:10
3722,5499,1,2014-05-05,05:29:33
3722,5506,1,2014-05-05,05:04:26
3722,5523,1,2014-05-05,05:28:29
3722,5525,2,2014-08-18,06:03:46
3722,5528,1,2014-10-14,18:52:25
3722,5540,1,2014-06-03,09:13:19
3722,5559,1,2015-01-12,22:33:38
3722,5561,-2,2014-05-04,07:24:47
3722,5571,1,2014-06-03,18:34:21
3722,5578,4,2014-10-09,00:47:53
3722,5602,1,2014-10-03,13:46:42
3722,5606,1,2014-10-08,01:52:02
3722,5614,2,2014-07-02,14:19:51
3722,5623,1,2014-11-17,13:30:42
3722,5645,2,2014-06-23,22:29:30
3722,5654,-1,2014-10-09,04:15:47
3722,5662,2,2014-06-30,18:22:00
3722,5677,3,2014-11-24,02:20:05
3722,5695,1,2014-07-19,19:35:03
3722,5719,-1,2014-08-09,18:11:29
3722,5736,1,2014-08-16,19:09:28
3722,5754,-2,2014-10-18,19:17:40
3722,5757,1,2014-08-27,19:00:49
3722,5799,-2,2014-10-18,19:13:50
3722,5806,1,2014-10-03,22:22:55
3722,5840,2,2014-11-11,12:40:19
3722,5846,1,2014-11-24,02:11:27
3722,5847,2,2014-11-21,04:44:10
3722,5859,1,2014-12-09,21:05:06
3722,5876,2,2014-12-29,04:44:03
3722,5883,1,2015-01-11,22:19:16
3722,5884,1,2015-01-12,23:05:35
3722,62,-5,2014-05-05,05:31:28
3722,988,1,2014-10-06,18:44:03
3723,1403,4,2013-06-01,17:12:50
3723,2642,6,2013-03-28,03:25:45
3723,3642,3,2013-05-08,20:53:45
3723,3689,10,2013-03-22,04:29:39
3723,3715,3,2013-04-15,05:16:24
3723,4098,10,2013-05-17,04:19:57
3723,4279,-10,2013-06-04,14:34:58
3724,2642,5,2013-03-22,10:41:42
3724,3735,1,2013-04-22,02:57:31
3724,3798,1,2013-03-29,03:39:46
3724,3800,1,2013-04-05,07:34:31
3724,3828,1,2013-04-03,00:00:46
3724,3984,3,2013-04-10,04:53:49
3724,4005,1,2013-04-13,08:17:06
3724,4036,2,2013-04-13,09:30:54
3724,4392,1,2013-06-08,08:02:14
3725,2642,3,2013-03-22,10:20:55
3725,3223,3,2013-03-23,01:14:38
3725,3445,1,2013-12-30,13:25:56
3725,3828,1,2014-06-19,04:34:09
3725,4172,3,2013-12-18,12:44:21
3725,4291,1,2013-11-18,15:56:02
3725,4315,2,2013-12-06,07:21:01
3725,4635,1,2013-11-24,15:27:20
3725,4918,10,2013-11-18,00:43:13
3725,5074,1,2013-11-26,17:55:57
3725,5283,1,2014-01-13,06:07:11
3725,5296,1,2014-01-22,22:46:20
3725,546,1,2013-11-14,06:59:42
